Student_ID,Name,Age,Gender,Caste,Area,State,Grade,Performance,Attendance_Percentage,Subjects_Failed,Learning_Disability/Support_Needed,Type_of_School,Dropout_Status
S814,Saanvi Sharma,17,Female,SC,Semi-urban,Gujarat,6,Excellent,60.64,2,Yes,Government,0
S815,Vivaan Das,14,Male,General,Urban,Rajasthan,7,Poor,83.46,0,No,Aided,1
S816,Navya Nair,8,Female,OBC,Semi-urban,Tamil Nadu,7,Excellent,67.44,2,Yes,Government,0
S817,Sai Das,9,Female,General,Semi-urban,Rajasthan,9,Poor,98.95,5,No,Private,0
S818,Myra Singh,17,Male,OBC,Rural,Gujarat,1,Excellent,94.57,1,Yes,Aided,0
S819,Ira Kumar,16,Female,OBC,Semi-urban,Maharashtra,7,Excellent,53.29,5,Yes,Aided,1
S820,Aditya Sharma,12,Male,SC,Urban,Tamil Nadu,2,Poor,86.88,1,Yes,Government,1
S821,Aadhya Sharma,18,Male,ST,Urban,Madhya Pradesh,5,Poor,99.17,1,No,Aided,1
S822,Shaurya Das,17,Male,ST,Semi-urban,Gujarat,8,Good,71.16,4,Yes,Aided,1
S823,Vihaan Reddy,15,Male,OBC,Semi-urban,Bihar,7,Poor,45.4,4,No,Private,1
S824,Krishna Patel,9,Male,SC,Rural,Uttar Pradesh,7,Good,72.9,5,Yes,Private,0
S825,Vihaan Gupta,13,Female,OBC,Semi-urban,Karnataka,6,Excellent,88.15,2,Yes,Government,0
S826,Ananya Kumar,17,Male,OBC,Rural,Uttar Pradesh,10,Good,51.52,4,No,Government,0
S827,Riya Das,17,Male,General,Semi-urban,Karnataka,5,Good,90.47,5,Yes,Private,1
S828,Vivaan Sharma,13,Female,ST,Rural,Bihar,5,Poor,85.44,4,No,Private,0
S829,Vihaan Das,7,Female,OBC,Rural,Rajasthan,10,Average,70.94,3,No,Government,0
S830,Ira Nair,8,Female,General,Semi-urban,Karnataka,11,Average,50.9,4,Yes,Private,0
S831,Ira Gupta,11,Male,General,Semi-urban,Gujarat,2,Poor,90.95,4,Yes,Aided,0
S832,Ira Kumar,12,Female,General,Semi-urban,Gujarat,6,Poor,48.78,4,Yes,Private,0
S833,Ishaan Patel,17,Female,OBC,Rural,West Bengal,5,Good,81.97,2,Yes,Government,0
S834,Ira Nair,14,Female,OBC,Semi-urban,Gujarat,3,Poor,90.57,0,Yes,Private,0
S835,Vivaan Nair,8,Male,General,Rural,Tamil Nadu,6,Poor,75.26,1,Yes,Private,1
S836,Vihaan Nair,9,Female,ST,Urban,Tamil Nadu,8,Excellent,58.77,5,Yes,Government,0
S837,Diya Mehta,7,Female,SC,Rural,Karnataka,4,Good,71.78,5,No,Aided,0
S838,Ira Singh,11,Male,General,Rural,Bihar,5,Good,95.77,4,Yes,Private,0
S839,Ishaan Singh,13,Male,General,Urban,Karnataka,5,Good,71.31,3,Yes,Aided,1
S840,Sara Sharma,10,Female,General,Urban,Punjab,10,Excellent,48.12,1,No,Private,0
S841,Vihaan Nair,11,Female,ST,Semi-urban,Punjab,4,Average,42.84,0,Yes,Private,0
S842,Diya Patel,11,Male,ST,Semi-urban,Tamil Nadu,1,Excellent,63.31,4,No,Private,1
S843,Krishna Mehta,16,Male,General,Semi-urban,Rajasthan,10,Average,96.36,2,No,Aided,0
S844,Sara Kumar,6,Female,SC,Urban,Punjab,10,Good,43.15,5,No,Government,0
S845,Saanvi Sharma,10,Male,General,Urban,Punjab,7,Excellent,56.08,0,Yes,Aided,0
S846,Sara Patel,11,Female,SC,Urban,Punjab,12,Average,58.47,1,Yes,Private,1
S847,Saanvi Gupta,8,Female,General,Semi-urban,Uttar Pradesh,4,Average,76.54,2,No,Aided,0
S848,Sai Kumar,13,Female,ST,Urban,West Bengal,2,Excellent,50.82,5,No,Government,0
S849,Ananya Reddy,18,Female,General,Semi-urban,Rajasthan,4,Excellent,51.04,2,No,Private,1
S850,Sai Das,13,Female,ST,Urban,Madhya Pradesh,6,Excellent,90.06,0,Yes,Private,0
S851,Diya Kumar,14,Male,ST,Urban,Uttar Pradesh,3,Excellent,77.58,1,Yes,Aided,0
S852,Aarav Patel,16,Female,General,Semi-urban,Tamil Nadu,7,Good,46.27,0,No,Government,1
S853,Myra Das,13,Female,OBC,Semi-urban,Punjab,5,Excellent,81.13,5,No,Government,1
S854,Sara Mehta,8,Female,OBC,Urban,Tamil Nadu,3,Poor,66.0,0,Yes,Private,1
S855,Aarav Mehta,13,Male,ST,Semi-urban,Rajasthan,6,Average,54.28,0,Yes,Government,0
S856,Anika Mehta,18,Female,General,Semi-urban,Maharashtra,12,Poor,73.23,5,No,Aided,0
S857,Aadhya Singh,16,Female,General,Semi-urban,Tamil Nadu,9,Poor,59.04,4,No,Aided,0
S858,Aarav Kumar,16,Male,General,Semi-urban,West Bengal,7,Excellent,56.74,3,Yes,Aided,0
S859,Arjun Nair,18,Male,OBC,Rural,West Bengal,12,Good,54.14,0,Yes,Government,0
S860,Aadhya Mehta,6,Male,ST,Rural,West Bengal,4,Average,90.18,4,No,Private,1
S861,Anika Patel,16,Male,OBC,Urban,Maharashtra,11,Good,49.27,4,Yes,Private,0
S862,Ishaan Gupta,14,Female,OBC,Rural,Punjab,12,Average,90.61,3,No,Private,0
S863,Ananya Mehta,11,Male,General,Rural,West Bengal,8,Good,61.9,5,No,Government,0
S864,Krishna Patel,12,Female,ST,Urban,Tamil Nadu,10,Good,78.21,5,Yes,Aided,0
S865,Sara Das,15,Male,ST,Rural,Bihar,8,Good,42.27,3,Yes,Aided,0
S866,Arjun Mehta,6,Female,SC,Urban,Punjab,7,Average,78.99,3,No,Government,1
S867,Shaurya Singh,15,Female,General,Urban,West Bengal,6,Excellent,66.05,0,Yes,Aided,1
S868,Vihaan Reddy,13,Male,ST,Semi-urban,Uttar Pradesh,4,Good,77.85,5,No,Aided,0
S869,Sai Nair,18,Female,OBC,Rural,Madhya Pradesh,11,Poor,59.73,3,No,Aided,0
S870,Vivaan Patel,12,Male,ST,Rural,Bihar,5,Good,43.01,2,Yes,Aided,0
S871,Ananya Sharma,18,Male,ST,Urban,Bihar,3,Good,92.37,4,Yes,Private,0
S872,Krishna Singh,12,Male,General,Rural,Maharashtra,3,Poor,57.01,1,Yes,Aided,0
S873,Navya Nair,11,Female,General,Rural,Karnataka,1,Average,40.58,3,Yes,Private,1
S874,Vihaan Kumar,8,Male,ST,Urban,Uttar Pradesh,12,Excellent,63.22,0,No,Private,1
S875,Vihaan Kumar,14,Male,OBC,Semi-urban,West Bengal,7,Average,92.64,1,No,Government,1
S876,Vivaan Patel,7,Male,OBC,Urban,Maharashtra,3,Poor,91.55,0,Yes,Government,0
S877,Sara Mehta,8,Female,General,Rural,Gujarat,8,Average,53.65,0,Yes,Private,0
S878,Aditya Gupta,10,Female,General,Rural,West Bengal,7,Poor,57.34,1,Yes,Government,1
S879,Sai Mehta,10,Male,General,Urban,Bihar,5,Poor,43.19,5,Yes,Government,1
S880,Sai Reddy,6,Male,SC,Rural,Bihar,5,Good,52.4,5,No,Aided,1
S881,Sara Nair,18,Female,SC,Urban,Madhya Pradesh,5,Good,43.12,5,Yes,Government,1
S882,Shaurya Das,17,Male,General,Semi-urban,Punjab,9,Excellent,45.79,1,No,Private,0
S883,Reyansh Reddy,15,Female,SC,Rural,Tamil Nadu,1,Average,87.27,4,Yes,Government,1
S884,Sai Patel,12,Female,ST,Rural,Rajasthan,11,Average,98.85,3,No,Aided,1
S885,Ananya Kumar,17,Female,ST,Semi-urban,Karnataka,12,Average,53.17,3,Yes,Government,1
S886,Sara Mehta,13,Female,SC,Urban,Gujarat,5,Poor,46.8,5,No,Government,1
S887,Ira Gupta,9,Male,OBC,Rural,Rajasthan,6,Average,95.28,0,No,Government,0
S888,Vihaan Singh,9,Male,OBC,Urban,Maharashtra,3,Poor,63.05,5,No,Government,0
S889,Arjun Nair,16,Male,ST,Semi-urban,Gujarat,4,Average,78.81,5,No,Aided,0
S890,Sai Reddy,9,Female,ST,Urban,West Bengal,9,Good,70.37,4,Yes,Private,0
S891,Vihaan Singh,10,Female,General,Rural,West Bengal,4,Good,86.63,1,Yes,Private,1
S892,Saanvi Singh,12,Female,OBC,Semi-urban,Rajasthan,7,Excellent,60.28,3,Yes,Aided,0
S893,Ananya Sharma,6,Female,ST,Rural,Bihar,9,Good,83.07,0,Yes,Aided,0
S894,Arjun Singh,12,Male,General,Rural,Uttar Pradesh,4,Good,65.66,0,Yes,Government,1
S895,Aarav Mehta,12,Male,ST,Semi-urban,Punjab,9,Poor,98.66,2,No,Private,1
S896,Diya Das,13,Male,OBC,Rural,Gujarat,6,Excellent,51.2,3,Yes,Aided,1
S897,Riya Gupta,13,Female,ST,Rural,Madhya Pradesh,9,Excellent,73.81,2,No,Government,0
S898,Aadhya Gupta,6,Female,ST,Semi-urban,Maharashtra,12,Excellent,54.32,0,Yes,Aided,1
S899,Aadhya Patel,11,Male,General,Urban,Rajasthan,12,Poor,68.63,2,Yes,Government,0
S900,Myra Gupta,6,Female,SC,Semi-urban,Maharashtra,9,Poor,54.33,1,No,Aided,1
S901,Krishna Singh,8,Male,ST,Rural,Madhya Pradesh,3,Poor,75.57,5,Yes,Private,0
S902,Sai Das,10,Female,SC,Urban,Rajasthan,8,Poor,79.25,3,Yes,Government,0
S903,Anika Mehta,17,Male,ST,Urban,West Bengal,5,Good,53.11,5,No,Private,1
S904,Krishna Gupta,15,Male,OBC,Rural,Maharashtra,6,Average,72.19,1,Yes,Private,0
S905,Vihaan Reddy,7,Male,SC,Rural,Punjab,11,Good,73.43,2,Yes,Government,0
S906,Navya Mehta,10,Female,ST,Semi-urban,West Bengal,9,Poor,71.79,3,No,Private,0
S907,Sai Kumar,18,Female,OBC,Semi-urban,Gujarat,8,Excellent,96.7,4,Yes,Aided,0
S908,Vihaan Patel,14,Male,OBC,Semi-urban,Bihar,10,Average,70.48,3,Yes,Aided,1
S909,Aditya Sharma,8,Female,OBC,Rural,Bihar,5,Good,49.12,1,No,Aided,0
S910,Sai Sharma,8,Male,OBC,Rural,Gujarat,10,Excellent,86.59,0,Yes,Government,1
S911,Anika Das,7,Male,General,Semi-urban,Rajasthan,6,Good,76.67,3,Yes,Government,1
S912,Anika Patel,7,Female,General,Semi-urban,Rajasthan,7,Good,65.01,5,No,Aided,1
S913,Anika Sharma,8,Male,OBC,Urban,Gujarat,8,Good,91.52,3,No,Private,0
S914,Ira Mehta,10,Male,ST,Semi-urban,Maharashtra,10,Poor,84.71,4,Yes,Government,0
S915,Ira Nair,14,Female,General,Semi-urban,Tamil Nadu,9,Average,44.54,0,Yes,Private,1
S916,Myra Nair,15,Female,ST,Semi-urban,Tamil Nadu,4,Average,43.73,0,No,Government,1
S917,Anika Singh,15,Female,ST,Urban,Maharashtra,10,Excellent,56.1,2,No,Government,0
S918,Arjun Patel,14,Female,ST,Semi-urban,Karnataka,5,Excellent,61.75,0,No,Aided,0
S919,Reyansh Sharma,12,Female,ST,Urban,Punjab,11,Good,62.1,1,No,Government,0
S920,Myra Das,16,Female,OBC,Urban,Madhya Pradesh,1,Good,75.01,3,No,Aided,1
S921,Ishaan Das,16,Male,SC,Semi-urban,Uttar Pradesh,6,Excellent,59.39,4,No,Private,0
S922,Navya Sharma,13,Female,SC,Urban,West Bengal,9,Average,81.6,0,No,Government,0
S923,Sai Gupta,14,Female,ST,Semi-urban,Maharashtra,8,Average,93.73,4,Yes,Private,1
S924,Vivaan Patel,13,Male,General,Urban,Gujarat,7,Excellent,53.14,2,No,Aided,1
S925,Shaurya Das,10,Female,General,Rural,Punjab,9,Excellent,78.14,4,No,Aided,0
S926,Myra Mehta,18,Male,OBC,Urban,Karnataka,12,Good,47.14,4,Yes,Private,0
S927,Navya Mehta,9,Female,SC,Semi-urban,Karnataka,11,Average,89.48,0,Yes,Private,1
S928,Diya Patel,17,Female,ST,Rural,Punjab,9,Excellent,96.1,2,No,Government,1
S929,Sai Patel,12,Male,OBC,Semi-urban,Punjab,5,Excellent,94.59,5,No,Private,0
S930,Ishaan Singh,9,Male,OBC,Semi-urban,Gujarat,12,Average,51.39,2,Yes,Government,1
S931,Sai Mehta,6,Female,SC,Rural,Rajasthan,5,Good,87.07,5,Yes,Government,1
S932,Aarav Gupta,11,Male,ST,Rural,Maharashtra,2,Excellent,91.68,0,Yes,Government,0
S933,Ananya Sharma,7,Male,OBC,Rural,Gujarat,9,Excellent,95.22,3,No,Aided,0
S934,Navya Kumar,12,Female,ST,Semi-urban,Madhya Pradesh,7,Good,99.42,0,Yes,Government,1
S935,Arjun Sharma,10,Female,ST,Rural,Karnataka,4,Average,47.85,2,Yes,Government,1
S936,Saanvi Nair,17,Female,ST,Semi-urban,Bihar,12,Excellent,89.73,5,No,Aided,1
S937,Myra Reddy,13,Female,ST,Rural,Punjab,5,Poor,81.62,1,Yes,Private,0
S938,Ira Sharma,11,Female,General,Urban,Maharashtra,3,Good,76.54,2,No,Government,1
S939,Aarav Mehta,18,Male,OBC,Semi-urban,Punjab,10,Good,82.54,2,Yes,Aided,1
S940,Krishna Kumar,15,Male,SC,Semi-urban,West Bengal,1,Poor,90.92,5,Yes,Aided,0
S941,Ishaan Nair,9,Male,General,Urban,Karnataka,4,Poor,42.07,3,Yes,Private,0
S942,Sai Singh,11,Female,OBC,Semi-urban,Karnataka,10,Excellent,98.74,4,Yes,Aided,0
S943,Navya Reddy,17,Male,OBC,Urban,Uttar Pradesh,8,Excellent,87.96,2,No,Government,1
S944,Aditya Mehta,6,Female,SC,Semi-urban,Karnataka,12,Good,83.28,0,Yes,Private,0
S945,Anika Mehta,18,Female,SC,Rural,Madhya Pradesh,3,Poor,91.0,2,Yes,Aided,1
S946,Aadhya Singh,16,Female,ST,Urban,Bihar,9,Average,90.64,0,Yes,Aided,1
S947,Ira Gupta,9,Male,General,Rural,Tamil Nadu,5,Good,83.89,4,Yes,Aided,0
S948,Ishaan Nair,18,Male,SC,Rural,Madhya Pradesh,1,Good,91.36,3,No,Aided,0
S949,Aarav Mehta,10,Female,OBC,Urban,Uttar Pradesh,12,Good,78.78,3,Yes,Private,1
S950,Riya Nair,9,Male,General,Rural,Maharashtra,6,Excellent,76.78,1,No,Private,1
S951,Reyansh Kumar,17,Male,OBC,Semi-urban,Madhya Pradesh,1,Average,40.29,1,Yes,Government,1
S952,Vivaan Das,14,Female,SC,Urban,Madhya Pradesh,9,Poor,96.27,1,No,Government,0
S953,Aadhya Das,11,Female,SC,Rural,Karnataka,3,Average,63.28,3,Yes,Government,1
S954,Aarav Reddy,18,Male,General,Urban,Karnataka,7,Good,93.22,5,No,Government,0
S955,Ananya Nair,16,Female,OBC,Semi-urban,Tamil Nadu,7,Excellent,62.28,5,Yes,Aided,1
S956,Diya Gupta,7,Female,SC,Urban,Uttar Pradesh,4,Good,97.65,0,Yes,Private,0
S957,Sai Patel,13,Male,ST,Semi-urban,Tamil Nadu,9,Poor,43.43,1,Yes,Private,1
S958,Aarav Patel,7,Female,ST,Semi-urban,Punjab,1,Poor,95.26,1,No,Government,0
S959,Myra Mehta,8,Male,OBC,Rural,Gujarat,4,Average,48.22,4,Yes,Private,0
S960,Ananya Sharma,17,Male,OBC,Rural,Tamil Nadu,8,Good,77.38,3,Yes,Private,0
S961,Anika Patel,16,Male,ST,Semi-urban,Karnataka,2,Good,81.09,0,No,Private,1
S962,Arjun Nair,11,Male,SC,Urban,Rajasthan,12,Excellent,73.41,5,Yes,Private,1
S963,Ira Reddy,8,Female,ST,Rural,Maharashtra,9,Excellent,44.58,5,No,Private,1
S964,Ira Kumar,18,Male,SC,Semi-urban,Karnataka,10,Excellent,80.72,5,No,Private,1
S965,Ananya Kumar,12,Female,General,Semi-urban,Karnataka,4,Average,60.98,1,Yes,Private,0
S966,Anika Patel,14,Male,General,Urban,Karnataka,1,Poor,71.6,4,No,Aided,1
S967,Krishna Reddy,12,Male,OBC,Semi-urban,West Bengal,12,Poor,97.07,0,Yes,Private,1
S968,Diya Reddy,10,Female,ST,Semi-urban,Madhya Pradesh,8,Poor,96.55,4,No,Aided,1
S969,Vivaan Sharma,6,Male,General,Urban,Punjab,1,Poor,85.17,0,No,Aided,1
S970,Krishna Kumar,16,Male,SC,Rural,Gujarat,6,Good,95.56,5,Yes,Government,1
S971,Anika Singh,10,Female,ST,Urban,Gujarat,1,Average,75.32,3,No,Aided,1
S972,Shaurya Gupta,16,Male,SC,Semi-urban,Tamil Nadu,2,Poor,78.53,5,No,Government,0
S973,Aarav Patel,10,Male,ST,Rural,Uttar Pradesh,11,Poor,57.38,5,Yes,Government,0
S974,Aadhya Singh,15,Female,SC,Semi-urban,Maharashtra,4,Good,58.99,0,Yes,Government,1
S975,Aditya Mehta,13,Female,SC,Urban,Maharashtra,1,Good,89.43,3,Yes,Aided,0
S976,Vihaan Patel,6,Male,ST,Rural,Maharashtra,9,Average,63.01,2,No,Aided,1
S977,Aadhya Reddy,11,Male,OBC,Urban,Maharashtra,12,Average,64.25,0,No,Government,1
S978,Sara Nair,16,Male,General,Urban,Karnataka,6,Average,52.46,3,No,Government,1
S979,Saanvi Reddy,7,Female,OBC,Urban,Karnataka,2,Average,88.52,3,Yes,Aided,0
S980,Arjun Kumar,18,Male,General,Urban,Madhya Pradesh,9,Excellent,78.48,5,Yes,Government,0
S981,Shaurya Singh,14,Female,OBC,Rural,Rajasthan,11,Excellent,54.61,4,No,Aided,0
S982,Anika Mehta,7,Male,OBC,Semi-urban,Bihar,6,Excellent,68.68,0,No,Private,0
S983,Aditya Kumar,12,Male,ST,Semi-urban,Gujarat,11,Excellent,69.89,3,No,Private,1
S984,Sai Reddy,17,Female,OBC,Rural,West Bengal,11,Good,45.03,5,Yes,Aided,0
S985,Arjun Das,17,Female,General,Rural,Uttar Pradesh,1,Poor,99.32,3,Yes,Private,0
S986,Reyansh Sharma,16,Female,General,Urban,Punjab,2,Good,93.87,0,Yes,Government,0
S987,Arjun Singh,13,Male,SC,Rural,Uttar Pradesh,8,Good,62.2,3,Yes,Aided,0
S988,Ananya Gupta,17,Female,SC,Rural,West Bengal,4,Good,64.78,5,Yes,Aided,0
S989,Diya Kumar,18,Female,OBC,Rural,West Bengal,4,Poor,48.86,4,Yes,Private,0
S990,Saanvi Das,18,Male,OBC,Rural,Uttar Pradesh,4,Good,68.02,2,No,Aided,1
S991,Myra Das,10,Male,ST,Urban,Punjab,2,Good,99.78,0,No,Aided,1
S992,Sara Mehta,10,Male,SC,Semi-urban,Tamil Nadu,5,Excellent,91.98,4,No,Private,1
S993,Sara Nair,13,Male,ST,Urban,Uttar Pradesh,4,Poor,94.3,3,No,Government,0
S994,Vihaan Patel,13,Male,General,Rural,Madhya Pradesh,7,Average,70.47,5,No,Private,1
S995,Riya Nair,12,Male,General,Semi-urban,Maharashtra,10,Good,85.86,2,Yes,Private,1
S996,Riya Singh,15,Male,ST,Rural,Bihar,8,Average,48.5,4,No,Government,0
S997,Saanvi Gupta,18,Female,ST,Rural,Bihar,5,Average,88.53,1,Yes,Private,0
S998,Saanvi Das,15,Female,OBC,Semi-urban,West Bengal,6,Poor,52.31,0,Yes,Aided,1
S999,Ira Patel,12,Female,ST,Semi-urban,Gujarat,10,Poor,45.59,3,No,Private,1
S1000,Diya Reddy,16,Male,OBC,Rural,Maharashtra,2,Good,53.29,2,Yes,Private,0
S1001,Sai Reddy,7,Female,OBC,Urban,Karnataka,3,Good,61.47,1,No,Aided,0
S1002,Riya Nair,8,Male,General,Urban,Rajasthan,11,Average,82.97,0,Yes,Aided,1
S1003,Krishna Das,8,Female,OBC,Rural,Bihar,10,Excellent,59.81,5,Yes,Private,0
S1004,Saanvi Das,8,Female,ST,Rural,Maharashtra,2,Average,64.54,0,Yes,Private,1
S1005,Ira Mehta,7,Female,OBC,Semi-urban,Bihar,6,Average,92.67,1,Yes,Aided,0
S1006,Reyansh Nair,12,Male,SC,Semi-urban,Karnataka,8,Good,67.16,0,Yes,Government,1
S1007,Myra Gupta,17,Male,SC,Urban,Punjab,5,Average,52.41,2,Yes,Aided,1
S1008,Saanvi Sharma,11,Male,SC,Semi-urban,Rajasthan,8,Poor,72.66,3,No,Private,0
S1009,Aarav Kumar,18,Male,SC,Urban,Uttar Pradesh,3,Good,75.79,0,No,Government,1
S1010,Vivaan Nair,11,Male,OBC,Urban,Uttar Pradesh,6,Average,96.17,5,Yes,Aided,1
S1011,Shaurya Mehta,7,Female,General,Rural,Madhya Pradesh,5,Average,62.47,2,No,Aided,1
S1012,Reyansh Das,13,Male,General,Rural,Rajasthan,6,Excellent,96.71,0,Yes,Private,0
S1013,Ananya Nair,8,Female,ST,Semi-urban,Punjab,1,Excellent,97.91,1,Yes,Government,1
S1014,Aarav Das,11,Male,SC,Semi-urban,Karnataka,4,Good,70.7,3,Yes,Private,0
S1015,Ananya Nair,7,Female,ST,Rural,Uttar Pradesh,11,Average,87.02,4,No,Government,1
S1016,Myra Kumar,7,Male,ST,Rural,Maharashtra,4,Poor,72.63,5,No,Private,0
S1017,Anika Reddy,11,Female,General,Urban,Gujarat,7,Average,56.77,4,Yes,Private,0
S1018,Vivaan Das,9,Female,OBC,Rural,Bihar,1,Average,74.56,4,Yes,Private,1
S1019,Reyansh Patel,16,Female,SC,Semi-urban,Uttar Pradesh,12,Average,59.0,3,No,Aided,1
S1020,Arjun Singh,12,Female,ST,Semi-urban,Tamil Nadu,12,Excellent,46.98,1,Yes,Government,1
S1021,Shaurya Nair,15,Female,ST,Urban,Punjab,9,Excellent,95.94,4,Yes,Private,0
S1022,Navya Das,13,Female,OBC,Urban,Bihar,5,Poor,72.4,1,No,Private,0
S1023,Aadhya Nair,12,Female,SC,Rural,Bihar,9,Good,90.5,4,Yes,Government,1
S1024,Shaurya Mehta,18,Female,General,Urban,Madhya Pradesh,10,Average,56.15,3,No,Aided,1
S1025,Reyansh Kumar,15,Male,OBC,Urban,West Bengal,12,Average,62.48,0,Yes,Aided,1
S1026,Ira Sharma,10,Male,General,Rural,Gujarat,7,Excellent,94.86,1,Yes,Private,1
S1027,Arjun Gupta,18,Male,General,Rural,Gujarat,7,Average,88.91,1,No,Government,1
S1028,Sai Das,16,Female,General,Rural,West Bengal,4,Average,51.61,4,Yes,Government,1
S1029,Ananya Das,18,Female,SC,Urban,Gujarat,8,Good,87.24,0,No,Aided,1
S1030,Sai Kumar,18,Male,OBC,Urban,Madhya Pradesh,9,Average,76.11,4,Yes,Government,0
S1031,Ananya Das,11,Female,SC,Rural,Uttar Pradesh,12,Poor,88.75,4,Yes,Private,1
S1032,Reyansh Sharma,18,Male,SC,Urban,Rajasthan,1,Excellent,68.43,3,Yes,Government,0
S1033,Riya Sharma,15,Female,ST,Urban,Madhya Pradesh,12,Good,59.62,3,Yes,Government,0
S1034,Diya Reddy,17,Male,ST,Urban,Madhya Pradesh,7,Poor,84.9,3,No,Aided,0
S1035,Navya Gupta,14,Male,General,Rural,West Bengal,10,Poor,65.77,3,No,Government,0
S1036,Aarav Gupta,10,Female,ST,Semi-urban,Karnataka,11,Excellent,61.56,0,Yes,Aided,1
S1037,Ira Sharma,7,Male,OBC,Urban,Punjab,11,Good,72.56,5,Yes,Private,0
S1038,Aditya Patel,11,Male,ST,Semi-urban,West Bengal,12,Average,65.7,0,No,Private,0
S1039,Ananya Singh,11,Male,OBC,Semi-urban,Punjab,12,Good,59.76,4,No,Government,1
S1040,Arjun Nair,7,Male,General,Semi-urban,Maharashtra,11,Excellent,83.48,1,No,Private,0
S1041,Navya Nair,18,Female,OBC,Semi-urban,Gujarat,4,Excellent,90.35,1,Yes,Government,0
S1042,Shaurya Singh,11,Female,General,Urban,Karnataka,8,Good,47.27,3,No,Aided,0
S1043,Riya Gupta,7,Female,ST,Urban,Bihar,2,Poor,88.61,0,Yes,Government,0
S1044,Sara Reddy,7,Male,General,Urban,Bihar,2,Good,44.02,5,No,Aided,1
S1045,Sai Nair,6,Male,General,Urban,Punjab,10,Excellent,45.75,1,Yes,Aided,0
S1046,Shaurya Reddy,7,Female,OBC,Urban,Gujarat,1,Good,51.41,5,Yes,Private,0
S1047,Reyansh Reddy,14,Female,SC,Rural,Madhya Pradesh,10,Poor,64.53,1,No,Private,1
S1048,Ishaan Nair,16,Male,OBC,Semi-urban,Karnataka,3,Average,66.41,5,No,Government,0
S1049,Anika Patel,12,Male,ST,Semi-urban,Madhya Pradesh,3,Poor,47.14,0,Yes,Government,1
S1050,Myra Kumar,13,Female,OBC,Urban,Karnataka,5,Poor,40.68,4,No,Aided,0
S1051,Aarav Das,6,Male,OBC,Semi-urban,West Bengal,8,Average,55.9,4,No,Private,0
S1052,Krishna Reddy,16,Female,ST,Urban,Punjab,6,Average,44.11,1,No,Aided,1
S1053,Navya Nair,9,Female,SC,Rural,Maharashtra,10,Average,42.88,2,Yes,Private,0
S1054,Arjun Reddy,17,Female,ST,Rural,Maharashtra,9,Good,88.08,2,Yes,Government,0
S1055,Ira Kumar,12,Male,ST,Urban,Rajasthan,6,Excellent,84.77,5,No,Private,1
S1056,Reyansh Das,16,Female,OBC,Urban,Tamil Nadu,1,Average,86.92,3,No,Private,1
S1057,Ira Kumar,7,Female,SC,Rural,Maharashtra,1,Excellent,55.09,2,No,Private,1
S1058,Sara Sharma,13,Male,ST,Rural,Karnataka,7,Excellent,71.31,0,Yes,Government,0
S1059,Navya Reddy,16,Male,OBC,Urban,West Bengal,4,Average,47.49,1,Yes,Aided,0
S1060,Sai Singh,14,Male,General,Rural,Karnataka,7,Average,79.26,2,Yes,Aided,1
S1061,Ira Das,7,Male,OBC,Semi-urban,Madhya Pradesh,6,Good,95.23,3,Yes,Private,0
S1062,Krishna Sharma,15,Male,OBC,Semi-urban,Karnataka,7,Average,83.13,1,No,Private,1
S1063,Sara Reddy,11,Female,ST,Semi-urban,Gujarat,11,Poor,58.83,1,No,Government,0
S1064,Ananya Reddy,12,Female,ST,Semi-urban,Karnataka,8,Average,43.08,2,No,Government,0
S1065,Myra Mehta,18,Female,SC,Semi-urban,Maharashtra,7,Excellent,76.7,2,Yes,Aided,1
S1066,Anika Nair,16,Female,SC,Urban,Punjab,11,Excellent,40.03,2,Yes,Aided,1
S1067,Sara Mehta,11,Female,General,Urban,Maharashtra,5,Good,71.8,5,Yes,Private,0
S1068,Sai Reddy,16,Female,OBC,Rural,Madhya Pradesh,3,Good,86.24,3,Yes,Private,1
S1069,Vihaan Reddy,12,Male,ST,Rural,Tamil Nadu,9,Good,98.15,0,Yes,Aided,1
S1070,Sai Das,17,Female,General,Semi-urban,Bihar,9,Average,80.93,3,No,Aided,0
S1071,Anika Mehta,14,Male,SC,Urban,Karnataka,2,Excellent,80.79,4,No,Private,0
S1072,Vihaan Nair,12,Female,SC,Rural,West Bengal,8,Poor,60.96,5,Yes,Aided,1
S1073,Myra Kumar,15,Male,General,Semi-urban,Gujarat,11,Poor,75.41,0,No,Government,0
S1074,Reyansh Patel,9,Male,OBC,Semi-urban,Karnataka,7,Excellent,77.26,4,Yes,Government,0
S1075,Shaurya Singh,8,Female,SC,Rural,West Bengal,5,Average,90.05,4,No,Private,0
S1076,Riya Nair,12,Male,SC,Urban,West Bengal,7,Poor,73.91,2,Yes,Government,0
S1077,Ira Nair,18,Female,OBC,Urban,Punjab,1,Good,49.03,1,No,Government,1
S1078,Navya Das,8,Female,General,Semi-urban,Rajasthan,8,Excellent,88.32,3,Yes,Private,0
S1079,Shaurya Sharma,6,Male,General,Urban,West Bengal,10,Poor,79.64,4,No,Aided,0
S1080,Riya Reddy,11,Male,General,Rural,Uttar Pradesh,10,Poor,79.37,1,Yes,Private,1
S1081,Krishna Singh,16,Male,General,Semi-urban,Madhya Pradesh,1,Average,91.05,2,No,Government,0
S1082,Aarav Patel,16,Female,SC,Semi-urban,Punjab,12,Good,58.32,3,No,Private,1
